"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"A-Injury","Pedalcyclist","Clear","Daylight","Wet","No Controls","Champaign","2009","0","1","1544","POINT (-88.2387113515052 40.1103655802046)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","1548","POINT (-88.2290687235089 40.1163957470726)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","1555","POINT (-88.2214698894352 40.1059893569774)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","1579","POINT (-88.2335627605609 40.1163558711113)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Champaign","2009","0","1","1583","POINT (-88.2353925012987 40.1126505144021)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2009","0","1","1598","POINT (-88.2048612957363 40.0946794861427)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","1631","POINT (-88.2452205430016 40.1202116119752)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2010","0","1","1667","POINT (-88.2299337896495 40.125154549452)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2010","0","1","1733","POINT (-88.1906703141254 40.0949729123587)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","1735","POINT (-88.2451672678201 40.1144299014552)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2010","0","1","1757","POINT (-88.233343396156 40.1102842271743)"
"A-Injury","Pedalcyclist","Rain","Darkness, lighted road","Dry","Traffic Signal","Rantoul","2010","0","1","1783","POINT (-88.1365217326012 40.3121193053789)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","1819","POINT (-88.2194809671345 40.1200694053865)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","1851","POINT (-88.2575734336513 40.1090310042719)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","1862","POINT (-88.2271221332278 40.1127484006515)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","1907","POINT (-88.2451793507843 40.0944799328583)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2011","0","1","1972","POINT (-88.2321094862598 40.1231018202746)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2011","0","1","1973","POINT (-88.2576295460503 40.098149983044)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","1974","POINT (-88.2223906657727 40.1128536578231)"
"A-Injury","Pedalcyclist","Rain","Darkness","Wet","Traffic Signal","Champaign","2011","0","1","1976","POINT (-88.2828294336201 40.1128906489453)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2012","0","1","2012","POINT (-88.2951600011631 40.0839462307578)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","1","2093","POINT (-88.2241292934284 40.1231300318488)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","2","2117","POINT (-88.2159897681505 40.1074605183598)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","1","2146","POINT (-88.217379542788 40.116450000784)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2012","0","1","2147","POINT (-88.2193802116011 40.1128301566526)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2012","0","1","2167","POINT (-88.2320912295816 40.1144300513611)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Unincorporated","2012","0","1","2168","POINT (-88.1691432365479 40.142120119277)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2013","0","1","2176","POINT (-88.238521640447 40.096671779313)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","2228","POINT (-88.2050401690877 40.1140673380323)"
"A-Injury","Pedalcyclist","Rain","Darkness","Wet","No Controls","Champaign","2013","0","1","2281","POINT (-88.2963954343719 40.0839512504984)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2013","0","2","2294","POINT (-88.1904499067453 40.0838081334924)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2013","0","1","2296","POINT (-88.1945582724899 40.1056800005887)"
"A-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","No Controls","Champaign","2013","0","1","2297","POINT (-88.2654438017509 40.0981925834337)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","2345","POINT (-88.2579800152708 40.1271708248376)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2014","0","1","2346","POINT (-88.2772300013583 40.139230000616)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Unincorporated","2014","0","1","2349","POINT (-88.2981100000837 40.0985200000883)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2014","0","1","2365","POINT (-88.2214592818402 40.1090807738953)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2014","0","1","2393","POINT (-88.190670447744 40.094759997129)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Savoy","2014","0","1","2441","POINT (-88.2514200002071 40.054489999205)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Other Warning Sign","Urbana","2015","0","1","2500","POINT (-88.2238781868021 40.1078989868156)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","2505","POINT (-88.2159898117218 40.1055501082369)"
"A-Injury","Pedalcyclist","Rain","Daylight","Dry","No Controls","Urbana","2015","0","2","2507","POINT (-88.2255807766883 40.1105586460607)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","2510","POINT (-88.2296420935003 40.1273273049038)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","2538","POINT (-88.2575500004971 40.0896899994802)"
"A-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","No Controls","Champaign","2015","0","1","2548","POINT (-88.2499931481112 40.1126099997837)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2015","0","1","2592","POINT (-88.1364879739463 40.3274306821372)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2013","0","1","2616","POINT (-88.2436799727255 40.1326005692279)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2012","0","2","2711","POINT (-88.2159897681505 40.1074605183598)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2010","0","1","2803","POINT (-88.2299337896495 40.125154549452)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","No Controls","Unincorporated","2005","1","1","2858","POINT (-88.1826239323491 40.2220267412715)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","Traffic Signal","Champaign","2006","0","1","2955","POINT (-88.2468471003272 40.1163430845293)"
"B-Injury","Pedalcyclist","Rain","Darkness","Wet","No Controls","Urbana","2009","0","1","3105","POINT (-88.2193009113786 40.109090166393)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop sign / flasher","Champaign","2000","0","1","345","POINT (-88.2484692855978 40.1126263889481)"
"C-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","Traffic Signal","Unincorporated","2015","0","1","3205","POINT (-88.3145268231587 40.1132450885206)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","No Controls","Unincorporated","2005","1","1","3287","POINT (-88.1826239323491 40.2220267412715)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2004","0","1","487","POINT (-88.1994081291613 40.127391570635)"
"Fatal","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2006","1","0","3299","POINT (-88.1620729026061 40.0798615792923)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","Lane Use Marking","Urbana","2009","1","0","3351","POINT (-88.2210743189357 40.1105456634408)"
"Fatal","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2011","1","1","3377","POINT (-88.3698391356001 40.1477644951671)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","Stop Sign/Flasher","Champaign","2011","1","0","3381","POINT (-88.2389207435103 40.1352585336411)"
"Fatal","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2012","1","0","3398","POINT (-88.2828291545506 40.1128159897989)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2000","0","1","354","POINT (-88.2579473002304 40.1300628698443)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Mahomet","2004","0","1","498","POINT (-88.4066175099537 40.1919068426359)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","878","POINT (-88.2354082155845 40.1160718717565)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","2984","POINT (-88.2387083485979 40.1102309748258)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2002","0","1","107","POINT (-88.2446673332566 40.0979411632456)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","1296","POINT (-88.2465231903326 40.0861055426087)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2010","0","1","1736","POINT (-88.2191305958169 40.1006490504101)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2011","0","1","1832","POINT (-88.2192395145701 40.105978800357)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2010","0","1","2832","POINT (-88.2375703811274 40.1040897189691)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Mahomet","2009","0","1","3114","POINT (-88.3891365739632 40.1925759639537)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3165","POINT (-88.2088686406063 40.1092203389082)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Stop Sign/Flasher","Champaign","2006","0","1","947","POINT (-88.2337976232451 40.1272304318773)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2010","0","2","1769","POINT (-88.1945610609635 40.1056791167094)"
"B-Injury","Pedalcyclist","Clear","Dusk","Dry","Stop Sign/Flasher","Urbana","2011","0","1","2751","POINT (-88.2193607883053 40.1145093416236)"
"C-Injury","Pedalcyclist","Rain","Daylight","Dry","Yield","Champaign","2005","0","1","2873","POINT (-88.2451986294542 40.1221300210182)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Yield","Urbana","2006","0","1","2938","POINT (-88.2176793573504 40.1074309778382)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic signal","Champaign","2003","0","1","5","POINT (-88.2768180410923 40.1164359331432)"
