crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y,norm_x,norm_y
A-Injury,head on,Snow,Daylight,Ice,No Controls,unincorporated,2004,0,2,536,POINT (-88.3036882122012 40.0253925054461),POINT,-88.3036882122012,40.0253925054461,-0.0018166823536047594,-0.009371407745432539
A-Injury,parked motor vehicle,Clear,Daylight,Dry,No Controls,homer,2002,0,1,127,POINT (-87.9580587450024 40.0391712952429),POINT,-87.9580587450024,40.039171295242895,-0.005747142909547485,-0.00902590035453061
A-Injury,turning,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,3970,POINT (-88.2369974628181 40.1065488035308),POINT,-88.2369974628181,40.1065488035308,-0.0025750822725149423,-0.007336388616755111
A-Injury,pedestrian,Rain,"Darkness, Lighted Road",Wet,Lane Use Marking,urbana,2016,0,1,3971,POINT (-88.219197578227 40.1037001942299),POINT,-88.219197578227,40.1037001942299,-0.0027775006162188637,-0.007407818370874817
A-Injury,pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2016,0,1,3973,POINT (-88.2045875551512 40.1170911523189),POINT,-88.2045875551512,40.1170911523189,-0.002943644203124826,-0.007072035979297674
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,3974,POINT (-88.2152292959344 40.1164556028788),POINT,-88.2152292959344,40.116455602878794,-0.0028226274890873135,-0.007087972576929122
A-Injury,sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,1,3976,POINT (-88.2324984685273 40.1349600565062),POINT,-88.2324984685273,40.1349600565062,-0.0026262443442697393,-0.006623967712412041
A-Injury,turning,Clear,Daylight,Dry,No Controls,urbana,2016,0,4,3977,POINT (-88.2007934851219 40.1245804453462),POINT,-88.2007934851219,40.124580445346204,-0.002986789953160293,-0.006884239653805719
A-Injury,head on,Clear,Darkness,Dry,No Controls,champaign,2016,0,2,3978,POINT (-88.2392687172259 40.1566580422339),POINT,-88.2392687172259,40.15665804223389,-0.002549253815425542,-0.006079884048522674
A-Injury,rear end,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,3979,POINT (-88.201756773096 40.122410318824),POINT,-88.201756773096,40.122410318824,-0.002975835547516436,-0.006938656243627526
A-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,3981,POINT (-88.2335499839697 40.1134899973561),POINT,-88.2335499839697,40.1134899973561,-0.00261428662549128,-0.007162336047284809
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,urbana,2016,0,2,3982,POINT (-88.223542142433 40.1350794951475),POINT,-88.223542142433,40.1350794951475,-0.0027280947065235167,-0.006620972751756085
A-Injury,rear end,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,urbana,2016,0,3,3985,POINT (-88.2236588486748 40.1164044860495),POINT,-88.2236588486748,40.1164044860495,-0.0027267675358868928,-0.007089254347141323
A-Injury,turning,Rain,Daylight,Wet,Stop Sign/Flasher,urbana,2016,0,2,3987,POINT (-88.2088001176781 40.1066200360369),POINT,-88.2088001176781,40.106620036036894,-0.0028957394021089655,-0.007334602439761987
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,unincorporated,2016,0,1,3988,POINT (-88.2188337268596 40.0835200763142),POINT,-88.2188337268596,40.0835200763142,-0.002781638294233899,-0.00791384103265956
A-Injury,fixed object,Clear,Daylight,Dry,Lane Use Marking,champaign,2016,0,2,3989,POINT (-88.234991000561 40.1348289986918),POINT,-88.234991000561,40.134828998691795,-0.002597899542183628,-0.006627254027406385
A-Injury,rear end,Rain,Daylight,Wet,Stop Sign/Flasher,urbana,2016,0,1,3991,POINT (-88.2260610121397 40.1042127682458),POINT,-88.2260610121397,40.104212768245795,-0.0026994503952963915,-0.007394965419818365
A-Injury,overturned,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2016,0,1,3993,POINT (-88.2364518150277 40.1272699769496),POINT,-88.2364518150277,40.1272699769496,-0.0025812873195988715,-0.006816798821864645
A-Injury,rear end,Cloudy/Overcast,Daylight,Dry,No Controls,unincorporated,2016,0,3,3995,POINT (-88.2392490087855 40.0833382100734),POINT,-88.2392490087855,40.0833382100734,-0.0025494779376573733,-0.007918401384568478
A-Injury,pedalcyclist,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,3996,POINT (-88.2351614446879 40.1041100533405),POINT,-88.2351614446879,40.1041100533405,-0.002595961270186061,-0.007397541027651774
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2016,0,2,3997,POINT (-88.190571065528 40.090689977765),POINT,-88.190571065528,40.090689977765,-0.0031030381924257756,-0.007734053549156003
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,1,4001,POINT (-88.2412099959683 40.1211198508478),POINT,-88.2412099959683,40.1211198508478,-0.002527177805567466,-0.00697101512492816
A-Injury,turning,Rain,Daylight,Wet,No Controls,urbana,2016,0,1,4002,POINT (-88.2195529792588 40.132163060967),POINT,-88.2195529792588,40.132163060967,-0.0027734590344974303,-0.006694103235586792
A-Injury,parked motor vehicle,Clear,"Darkness, Lighted Road",Dry,Other,champaign,2016,0,2,4008,POINT (-88.2322644533074 40.1281358561563),POINT,-88.2322644533074,40.1281358561563,-0.0026289055397944487,-0.006795086634513287
A-Injury,fixed object,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,champaign,2016,0,3,4016,POINT (-88.2389816961072 40.1272285673897),POINT,-88.2389816961072,40.1272285673897,-0.0025525177882427166,-0.006817837179311843
A-Injury,turning,Rain,Daylight,Wet,Stop Sign/Flasher,urbana,2016,0,1,4019,POINT (-88.1957700023629 40.1129699984157),POINT,-88.1957700023629,40.11296999841571,-0.003043916450497839,-0.007175375180606075
A-Injury,rear end,Clear,Daylight,Wet,No Controls,urbana,2016,0,1,4020,POINT (-88.2192141582196 40.1043659480718),POINT,-88.2192141582196,40.104365948071795,-0.0027773120703536197,-0.007391124388581172
A-Injury,pedalcyclist,Clear,Daylight,Dry,Traffic signal,champaign,2002,0,1,129,POINT (-88.2860458398548 40.1129354097116),POINT,-88.2860458398548,40.112935409711596,-0.0020173094852633626,-0.007176242502997097
A-Injury,fixed object,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,2,4022,POINT (-88.2042630008843 40.1350249992636),POINT,-88.2042630008843,40.1350249992636,-0.0029473349988046434,-0.006622339252801487
A-Injury,turning,Clear,Daylight,Dry,Traffic Signal,urbana,2016,0,2,4023,POINT (-88.2144299636557 40.1164625527823),POINT,-88.2144299636557,40.116462552782295,-0.0028317174084683105,-0.007087798305961864
A-Injury,fixed object,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2016,0,2,4024,POINT (-88.2287736981975 40.1183899752896),POINT,-88.2287736981975,40.1183899752896,-0.0026686020256904337,-0.007039467593940959
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,urbana,2016,0,2,4026,POINT (-88.1994300022186 40.1273899981557),POINT,-88.1994300022186,40.12738999815571,-0.0030022953318352085,-0.006813789253216977
A-Injury,rear end,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4027,POINT (-88.195416142267 40.1339739056571),POINT,-88.195416142267,40.1339739056571,-0.003047940508864521,-0.0066486957481781414
A-Injury,turning,Clear,Daylight,Dry,Traffic Signal,urbana,2016,0,1,4028,POINT (-88.2075100021597 40.1164099975732),POINT,-88.2075100021597,40.11640999757321,-0.0029104104548950075,-0.007089116143989586
A-Injury,rear end,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4029,POINT (-88.1994746814873 40.1273133954987),POINT,-88.1994746814873,40.1273133954987,-0.0030017872440708574,-0.006815710088395372
A-Injury,sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,urbana,2016,0,1,4031,POINT (-88.2235393796058 40.1349366311506),POINT,-88.2235393796058,40.1349366311506,-0.002728126125092806,-0.00662455511040662
A-Injury,animal,Clear,Dusk,Dry,No Controls,unincorporated,2016,0,2,4033,POINT (-87.998845903301 40.0778544951804),POINT,-87.998845903301,40.0778544951804,-0.005283315799605406,-0.008055907221661102
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,6,4034,POINT (-88.0665300022205 39.9818199978502),POINT,-88.0665300022205,39.9818199978502,-0.004513619618247663,-0.010464001771216591
A-Injury,other object,Clear,"Darkness, Lighted Road",Dry,No Controls,unincorporated,2016,0,2,4035,POINT (-88.177948753621 40.1275434184044),POINT,-88.177948753621,40.1275434184044,-0.0032465777449916765,-0.006809942193306824
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,st joseph,2016,0,1,4039,POINT (-88.0385935394215 40.1204121297535),POINT,-88.0385935394215,40.1204121297535,-0.0048313100223499736,-0.00698876144898015
A-Injury,overturned,Rain,Daylight,Wet,Traffic Signal,urbana,2016,0,1,4040,POINT (-88.1836232853589 40.1159475178414),POINT,-88.1836232853589,40.1159475178414,-0.0031820475897648623,-0.007100712965469468
A-Injury,fixed object,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4041,POINT (-88.1874029137969 40.1175731044452),POINT,-88.1874029137969,40.117573104445206,-0.003139066067928588,-0.007059950881538305
A-Injury,fixed object,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,1,4042,POINT (-88.0119800007078 40.1117599995387),POINT,-88.0119800007078,40.111759999538705,-0.005133956278226373,-0.007205716274501301
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,1,4045,POINT (-88.2787200014218 39.9063499996359),POINT,-88.2787200014218,39.9063499996359,-0.0021006181198929357,-0.01235643518220174
A-Injury,angle,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,3,4046,POINT (-88.3029920014924 39.9399859989359),POINT,-88.3029920014924,39.9399859989359,-0.0018245995857543345,-0.011513002157247253
A-Injury,pedalcyclist,Clear,Daylight,Dry,No Controls,unincorporated,2016,0,1,4047,POINT (-88.4624274930438 39.9289342373796),POINT,-88.4624274930438,39.9289342373796,-1.1516587250282317e-05,-0.011790128476503276
A-Injury,turning,Clear,"Darkness, Lighted Road",Wet,Traffic Signal,urbana,2016,0,1,4048,POINT (-88.1994300022186 40.1273899981557),POINT,-88.1994300022186,40.12738999815571,-0.0030022953318352085,-0.006813789253216977
A-Injury,fixed object,Clear,"Darkness, Lighted Road",Dry,No Controls,urbana,2016,0,1,4049,POINT (-88.2195497317421 40.1298999994378),POINT,-88.2195497317421,40.1298999994378,-0.0027734959649025506,-0.006750850199285179
A-Injury,rear end,Clear,Daylight,Wet,No Controls,urbana,2016,0,1,4051,POINT (-88.1901908565219 40.1274699979519),POINT,-88.1901908565219,40.1274699979519,-0.0031073618877219007,-0.0068117832337288645
A-Injury,sideswipe same direction,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,unincorporated,2016,0,1,4052,POINT (-88.2324890788602 40.134849998388),POINT,-88.2324890788602,40.134849998388,-0.002626351122538574,-0.00662672745356701
A-Injury,pedestrian,Rain,Darkness,Wet,Lane Use Marking,unincorporated,2016,0,1,4054,POINT (-88.1534320008581 40.1133409987877),POINT,-88.1534320008581,40.113340998787706,-0.003525379580018447,-0.007166072232201799
A-Injury,fixed object,Sleet/Hail,Darkness,Ice,Lane Use Marking,unincorporated,2016,0,1,4056,POINT (-88.1539200006709 40.1202999992687),POINT,-88.1539200006709,40.1202999992687,-0.0035198300994402263,-0.006991573155364612
A-Injury,rear end,Sleet/Hail,Darkness,Ice,Lane Use Marking,unincorporated,2016,0,2,4058,POINT (-87.9476382066795 40.1201407595276),POINT,-87.9476382066795,40.1201407595276,-0.005865644133363301,-0.006995566140836292
A-Injury,other object,Clear,Daylight,Dry,No Controls,unincorporated,2016,0,1,4060,POINT (-88.047814389369 40.0544898939548),POINT,-88.047814389369,40.054489893954795,-0.004726451523725328,-0.008641781781616953
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,st joseph,2016,0,1,4063,POINT (-88.0452966515183 40.1213569827352),POINT,-88.0452966515183,40.12135698273521,-0.004755082963609678,-0.006965068969937275
A-Injury,angle,Cloudy/Overcast,Daylight,Dry,No Controls,unincorporated,2016,0,3,4067,POINT (-88.1174600021581 40.356319997648),POINT,-88.1174600021581,40.356319997648,-0.003934449220852856,-0.0010732991238038203
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,2,4068,POINT (-88.0595196841286 40.2979199984895),POINT,-88.0595196841286,40.2979199984895,-0.004593340190015287,-0.0025376970597257493
A-Injury,fixed object,Clear,Daylight,Dry,Other Regualtory Sig,rantoul,2016,0,1,4069,POINT (-88.1596890007474 40.2980989993248),POINT,-88.1596890007474,40.2980989993248,-0.0034542256605833983,-0.002533208558740774
A-Injury,fixed object,Clear,"Darkness, Lighted Road",Dry,No Controls,rantoul,2016,0,1,4070,POINT (-88.1449000006558 40.3092999986646),POINT,-88.1449000006558,40.309299998664606,-0.0036224045545677954,-0.0022523400561752786
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,rantoul,2016,0,2,4071,POINT (-88.1463400009341 40.3084689991508),POINT,-88.1463400009341,40.3084689991508,-0.0036060290286605103,-0.002273177624502488
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2001,0,1,256,POINT (-88.0021321535704 40.1200423663689),POINT,-88.0021321535704,40.1200423663689,-0.005245944920422256,-0.006998033379544982
A-Injury,rear end,Clear,Daylight,Dry,Other,mahomet,2016,0,2,4073,POINT (-88.366256000801 40.1874639991387),POINT,-88.366256000801,40.1874639991387,-0.0011051682944673677,-0.005307415206818406
A-Injury,angle,Clear,Daylight,Dry,Traffic Signal,rantoul,2016,0,2,4074,POINT (-88.1707100010186 40.2824189990597),POINT,-88.1707100010186,40.2824189990597,-0.003328896049066018,-0.0029263893867258364
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,2,4075,POINT (-88.2776600020244 40.2003199980809),POINT,-88.2776600020244,40.2003199980809,-0.0021126723172811487,-0.004985047080338198
A-Injury,turning,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,1,4076,POINT (-88.1831896559326 40.2387999981767),POINT,-88.1831896559326,40.2387999981767,-0.003186978776245649,-0.004020149245979858
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2016,0,1,4078,POINT (-88.2999652051756 40.2004343629361),POINT,-88.2999652051756,40.2004343629361,-0.0018590199829226816,-0.0049821793464287735
A-Injury,fixed object,Clear,Daylight,Snow or Slush,No Controls,rantoul,2016,0,1,4081,POINT (-88.1746900014692 40.2972699973843),POINT,-88.1746900014692,40.2972699973843,-0.003283635918584418,-0.0025539960373030957
A-Injury,pedalcyclist,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,4084,POINT (-88.2770372624654 40.1128500001076),POINT,-88.2770372624654,40.112850000107606,-0.002119754043538853,-0.0071783841750791754
A-Injury,fixed object,Clear,Darkness,Wet,Lane Use Marking,champaign,2016,0,4,4086,POINT (-88.2775368693615 40.1411726437757),POINT,-88.2775368693615,40.141172643775704,-0.0021140725684768167,-0.006468185176362655
A-Injury,rear end,Clear,Daylight,Dry,Traffic Signal,champaign,2016,0,1,4087,POINT (-88.2769898885379 40.1274099973887),POINT,-88.2769898885379,40.1274099973887,-0.002120292774668844,-0.006813287766300153
A-Injury,turning,Clear,Daylight,Dry,No Controls,rantoul,2016,0,2,4088,POINT (-88.1558500007275 40.3142999991218),POINT,-88.1558500007275,40.31429999912179,-0.003497882349565405,-0.0021269635072948437
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2016,0,1,4089,POINT (-88.0479928568318 40.21406373014),POINT,-88.0479928568318,40.214063730140005,-0.004724422011228173,-0.004640418772988529
A-Injury,overturned,Clear,Daylight,Wet,No Controls,unincorporated,2016,0,1,4090,POINT (-87.9977927324909 40.1861925289191),POINT,-87.9977927324909,40.1861925289191,-0.005295292343044702,-0.005339297713530674
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,6,4092,POINT (-88.1550500373914 40.2390430927443),POINT,-88.1550500373914,40.239043092744296,-0.003506979445262119,-0.004014053574949928
A-Injury,fixed object,Clear,Darkness,Dry,No Controls,unincorporated,2016,0,2,4093,POINT (-88.1169300027717 40.2647327415032),POINT,-88.1169300027717,40.2647327415032,-0.003940476315995547,-0.0033698777331832622
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,rantoul,2016,0,2,4097,POINT (-88.1588400008594 40.3036099986505),POINT,-88.1588400008594,40.3036099986505,-0.0034638803945933614,-0.002395018556108763
A-Injury,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2016,0,4,4098,POINT (-88.1820851265951 40.1892900419137),POINT,-88.1820851265951,40.18929004191371,-0.00319953936324969,-0.005261626622757488
A-Injury,fixed object,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2016,0,3,4099,POINT (-88.1864691562828 40.2649194995023),POINT,-88.1864691562828,40.2649194995023,-0.0031496846564064403,-0.0033651947189309774
A-Injury,sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,2,4101,POINT (-88.1822500009906 40.1866899988517),POINT,-88.1822500009906,40.186689998851705,-0.003197664429629348,-0.005326823502006945
A-Injury,overturned,Clear,Darkness,Dry,Lane Use Marking,mahomet,2016,0,1,4103,POINT (-88.3964190010289 40.1977759990686),POINT,-88.3964190010289,40.197775999068604,-0.0007621579498763787,-0.00504883863780865
A-Injury,fixed object,Rain,Daylight,Wet,No Passing,unincorporated,2016,0,1,4104,POINT (-88.3183295024075 40.1626326409333),POINT,-88.3183295024075,40.162632640933296,-0.0016501832003052211,-0.005930069149046022
A-Injury,turning,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,3,4105,POINT (-88.2809503257269 40.0694386739437),POINT,-88.2809503257269,40.0694386739437,-0.0020752551154615897,-0.008266936526895446
A-Injury,pedalcyclist,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3001,POINT (-88.219401969333 40.1128423336743),POINT,-88.219401969333,40.112842333674294,-0.0027751763028821905,-0.007178576413251778
A-Injury,fixed object,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2016,0,1,4106,POINT (-88.3035770004506 39.995309998865),POINT,-88.3035770004506,39.995309998865,-0.0018179470414874338,-0.010125735847821052
A-Injury,pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,1,4107,POINT (-88.2817400025199 40.0983399978839),POINT,-88.2817400025199,40.0983399978839,-0.0020662749972096698,-0.0075422269424215435
A-Injury,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2016,0,1,4109,POINT (-88.2771366127155 40.1648958781588),POINT,-88.2771366127155,40.164895878158795,-0.0021186242433444695,-0.005873317779709063
A-Injury,overturned,Clear,Darkness,Dry,No Controls,unincorporated,2016,0,4,4110,POINT (-88.3882945456222 40.0919476397294),POINT,-88.3882945456222,40.0919476397294,-0.0008545483695166942,-0.007702517288688787
A-Injury,rear end,Clear,Daylight,Dry,Lane Use Marking,champaign,2016,0,1,4111,POINT (-88.2877070980883 40.1429686286473),POINT,-88.2877070980883,40.142968628647296,-0.001998417838052345,-0.006423150303472197
