crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y
A-Injury,Turning,Rain,Daylight,Wet,No Controls,Urbana,2016,0,1,4002,POINT (-88.2195529792588 40.132163060967),POINT,-88.2195529792588,40.132163060967
A-Injury,Parked Motor Vehicle,Clear,"Darkness, Lighted Road",Dry,Other,Champaign,2016,0,2,4008,POINT (-88.2322644533074 40.1281358561563),POINT,-88.2322644533074,40.1281358561563
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2016,0,3,4016,POINT (-88.2389816961072 40.1272285673897),POINT,-88.2389816961072,40.1272285673897
A-Injury,Turning,Rain,Daylight,Wet,Stop Sign/Flasher,Urbana,2016,0,1,4019,POINT (-88.1957700023629 40.1129699984157),POINT,-88.1957700023629,40.1129699984157
A-Injury,Rear End,Clear,Daylight,Wet,No Controls,Urbana,2016,0,1,4020,POINT (-88.2192141582196 40.1043659480718),POINT,-88.2192141582196,40.1043659480718
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Traffic signal,Champaign,2002,0,1,129,POINT (-88.2860458398548 40.1129354097116),POINT,-88.2860458398548,40.1129354097116
A-Injury,Fixed Object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,2,4022,POINT (-88.2042630008843 40.1350249992636),POINT,-88.2042630008843,40.1350249992636
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2016,0,2,4023,POINT (-88.2144299636557 40.1164625527823),POINT,-88.2144299636557,40.1164625527823
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2016,0,2,4024,POINT (-88.2287736981975 40.1183899752896),POINT,-88.2287736981975,40.1183899752896
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,Urbana,2016,0,2,4026,POINT (-88.1994300022186 40.1273899981557),POINT,-88.1994300022186,40.1273899981557
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2016,0,1,4027,POINT (-88.195416142267 40.1339739056571),POINT,-88.195416142267,40.1339739056571
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Urbana,2016,0,1,4028,POINT (-88.2075100021597 40.1164099975732),POINT,-88.2075100021597,40.1164099975732
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Urbana,2016,0,1,4029,POINT (-88.1994746814873 40.1273133954987),POINT,-88.1994746814873,40.1273133954987
A-Injury,Sideswipe Same Direction,Clear,Daylight,Dry,Lane Use Marking,Urbana,2016,0,1,4031,POINT (-88.2235393796058 40.1349366311506),POINT,-88.2235393796058,40.1349366311506
A-Injury,Animal,Clear,Dusk,Dry,No Controls,Unincorporated,2016,0,2,4033,POINT (-87.998845903301 40.0778544951804),POINT,-87.998845903301,40.0778544951804
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,6,4034,POINT (-88.0665300022205 39.9818199978502),POINT,-88.0665300022205,39.9818199978502
A-Injury,Other Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Unincorporated,2016,0,2,4035,POINT (-88.177948753621 40.1275434184044),POINT,-88.177948753621,40.1275434184044
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,St Joseph,2016,0,1,4039,POINT (-88.0385935394215 40.1204121297535),POINT,-88.0385935394215,40.1204121297535
A-Injury,Overturned,Rain,Daylight,Wet,Traffic Signal,Urbana,2016,0,1,4040,POINT (-88.1836232853589 40.1159475178414),POINT,-88.1836232853589,40.1159475178414
A-Injury,Fixed Object,Clear,Daylight,Dry,No Controls,Urbana,2016,0,1,4041,POINT (-88.1874029137969 40.1175731044452),POINT,-88.1874029137969,40.1175731044452
A-Injury,Fixed Object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,1,4042,POINT (-88.0119800007078 40.1117599995387),POINT,-88.0119800007078,40.1117599995387
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,1,4045,POINT (-88.2787200014218 39.9063499996359),POINT,-88.2787200014218,39.9063499996359
A-Injury,Angle,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,3,4046,POINT (-88.3029920014924 39.9399859989359),POINT,-88.3029920014924,39.9399859989359
A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4047,POINT (-88.4624274930438 39.9289342373796),POINT,-88.4624274930438,39.9289342373796
A-Injury,Turning,Clear,"Darkness, Lighted Road",Wet,Traffic Signal,Urbana,2016,0,1,4048,POINT (-88.1994300022186 40.1273899981557),POINT,-88.1994300022186,40.1273899981557
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Urbana,2016,0,1,4049,POINT (-88.2195497317421 40.1298999994378),POINT,-88.2195497317421,40.1298999994378
A-Injury,Rear End,Clear,Daylight,Wet,No Controls,Urbana,2016,0,1,4051,POINT (-88.1901908565219 40.1274699979519),POINT,-88.1901908565219,40.1274699979519
A-Injury,Sideswipe Same Direction,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,Unincorporated,2016,0,1,4052,POINT (-88.2324890788602 40.134849998388),POINT,-88.2324890788602,40.134849998388
A-Injury,Pedestrian,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2016,0,1,4054,POINT (-88.1534320008581 40.1133409987877),POINT,-88.1534320008581,40.1133409987877
A-Injury,Fixed Object,Sleet/Hail,Darkness,Ice,Lane Use Marking,Unincorporated,2016,0,1,4056,POINT (-88.1539200006709 40.1202999992687),POINT,-88.1539200006709,40.1202999992687
A-Injury,Rear End,Sleet/Hail,Darkness,Ice,Lane Use Marking,Unincorporated,2016,0,2,4058,POINT (-87.9476382066795 40.1201407595276),POINT,-87.9476382066795,40.1201407595276
A-Injury,Other Object,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4060,POINT (-88.047814389369 40.0544898939548),POINT,-88.047814389369,40.0544898939548
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,St Joseph,2016,0,1,4063,POINT (-88.0452966515183 40.1213569827352),POINT,-88.0452966515183,40.1213569827352
A-Injury,Angle,Cloudy/Overcast,Daylight,Dry,No Controls,Unincorporated,2016,0,3,4067,POINT (-88.1174600021581 40.356319997648),POINT,-88.1174600021581,40.356319997648
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,2,4068,POINT (-88.0595196841286 40.2979199984895),POINT,-88.0595196841286,40.2979199984895
A-Injury,Fixed Object,Clear,Daylight,Dry,Other Regualtory Sig,Rantoul,2016,0,1,4069,POINT (-88.1596890007474 40.2980989993248),POINT,-88.1596890007474,40.2980989993248
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Rantoul,2016,0,1,4070,POINT (-88.1449000006558 40.3092999986646),POINT,-88.1449000006558,40.3092999986646
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Rantoul,2016,0,2,4071,POINT (-88.1463400009341 40.3084689991508),POINT,-88.1463400009341,40.3084689991508
A-Injury,Rear end,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2001,0,1,256,POINT (-88.0021321535704 40.1200423663689),POINT,-88.0021321535704,40.1200423663689
A-Injury,Rear End,Clear,Daylight,Dry,Other,Mahomet,2016,0,2,4073,POINT (-88.366256000801 40.1874639991387),POINT,-88.366256000801,40.1874639991387
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Rantoul,2016,0,2,4074,POINT (-88.1707100010186 40.2824189990597),POINT,-88.1707100010186,40.2824189990597
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,2,4075,POINT (-88.2776600020244 40.2003199980809),POINT,-88.2776600020244,40.2003199980809
A-Injury,Turning,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,1,4076,POINT (-88.1831896559326 40.2387999981767),POINT,-88.1831896559326,40.2387999981767
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4078,POINT (-88.2999652051756 40.2004343629361),POINT,-88.2999652051756,40.2004343629361
A-Injury,Fixed Object,Clear,Daylight,Snow or Slush,No Controls,Rantoul,2016,0,1,4081,POINT (-88.1746900014692 40.2972699973843),POINT,-88.1746900014692,40.2972699973843
A-Injury,Pedalcyclist,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4084,POINT (-88.2770372624654 40.1128500001076),POINT,-88.2770372624654,40.1128500001076
A-Injury,Fixed Object,Clear,Darkness,Wet,Lane Use Marking,Champaign,2016,0,4,4086,POINT (-88.2775368693615 40.1411726437757),POINT,-88.2775368693615,40.1411726437757
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,Champaign,2016,0,1,4087,POINT (-88.2769898885379 40.1274099973887),POINT,-88.2769898885379,40.1274099973887
A-Injury,Turning,Clear,Daylight,Dry,No Controls,Rantoul,2016,0,2,4088,POINT (-88.1558500007275 40.3142999991218),POINT,-88.1558500007275,40.3142999991218
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4089,POINT (-88.0479928568318 40.21406373014),POINT,-88.0479928568318,40.21406373014
A-Injury,Overturned,Clear,Daylight,Wet,No Controls,Unincorporated,2016,0,1,4090,POINT (-87.9977927324909 40.1861925289191),POINT,-87.9977927324909,40.1861925289191
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,6,4092,POINT (-88.1550500373914 40.2390430927443),POINT,-88.1550500373914,40.2390430927443
A-Injury,Fixed Object,Clear,Darkness,Dry,No Controls,Unincorporated,2016,0,2,4093,POINT (-88.1169300027717 40.2647327415032),POINT,-88.1169300027717,40.2647327415032
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Rantoul,2016,0,2,4097,POINT (-88.1588400008594 40.3036099986505),POINT,-88.1588400008594,40.3036099986505
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,4,4098,POINT (-88.1820851265951 40.1892900419137),POINT,-88.1820851265951,40.1892900419137
A-Injury,Fixed Object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2016,0,3,4099,POINT (-88.1864691562828 40.2649194995023),POINT,-88.1864691562828,40.2649194995023
A-Injury,Sideswipe Same Direction,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,2,4101,POINT (-88.1822500009906 40.1866899988517),POINT,-88.1822500009906,40.1866899988517
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Mahomet,2016,0,1,4103,POINT (-88.3964190010289 40.1977759990686),POINT,-88.3964190010289,40.1977759990686
A-Injury,Fixed Object,Rain,Daylight,Wet,No Passing,Unincorporated,2016,0,1,4104,POINT (-88.3183295024075 40.1626326409333),POINT,-88.3183295024075,40.1626326409333
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,3,4105,POINT (-88.2809503257269 40.0694386739437),POINT,-88.2809503257269,40.0694386739437
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Unknown,Urbana,2007,0,1,3001,POINT (-88.219401969333 40.1128423336743),POINT,-88.219401969333,40.1128423336743
A-Injury,Fixed Object,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,1,4106,POINT (-88.3035770004506 39.995309998865),POINT,-88.3035770004506,39.995309998865
A-Injury,Pedalcyclist,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,1,4107,POINT (-88.2817400025199 40.0983399978839),POINT,-88.2817400025199,40.0983399978839
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4109,POINT (-88.2771366127155 40.1648958781588),POINT,-88.2771366127155,40.1648958781588
A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Unincorporated,2016,0,4,4110,POINT (-88.3882945456222 40.0919476397294),POINT,-88.3882945456222,40.0919476397294
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4111,POINT (-88.2877070980883 40.1429686286473),POINT,-88.2877070980883,40.1429686286473
A-Injury,Overturned,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4112,POINT (-88.2848000020786 40.1475496237989),POINT,-88.2848000020786,40.1475496237989
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,4,4113,POINT (-88.3135388176612 40.0254699867632),POINT,-88.3135388176612,40.0254699867632
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4114,POINT (-88.2766579597896 40.1080525943013),POINT,-88.2766579597896,40.1080525943013
A-Injury,Rear End,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,2,4117,POINT (-88.3146500018831 40.127789997599),POINT,-88.3146500018831,40.127789997599
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4118,POINT (-88.2778439939018 40.1413745914309),POINT,-88.2778439939018,40.1413745914309
A-Injury,Pedalcyclist,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2016,0,1,4119,POINT (-88.2767714304401 40.1128499974673),POINT,-88.2767714304401,40.1128499974673
A-Injury,Overturned,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2001,0,1,257,POINT (-88.2407923647927 40.1857345782142),POINT,-88.2407923647927,40.1857345782142
A-Injury,Fixed Object,Clear,Dawn,Dry,Lane Use Marking,Unincorporated,2016,0,1,4120,POINT (-88.3265930008703 40.1743659990897),POINT,-88.3265930008703,40.1743659990897
A-Injury,Rear End,Clear,Darkness,Wet,Lane Use Marking,Unincorporated,2016,0,1,4121,POINT (-88.2804400006564 40.1489219990638),POINT,-88.2804400006564,40.1489219990638
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4122,POINT (-88.2752003381841 40.1273972025423),POINT,-88.2752003381841,40.1273972025423
A-Injury,Other Object,Snow,Daylight,Ice,No Controls,Unincorporated,2016,0,1,4123,POINT (-88.3244112200515 40.1720895507471),POINT,-88.3244112200515,40.1720895507471
A-Injury,Rear End,Rain,Daylight,Wet,Lane Use Marking,Champaign,2016,0,2,4125,POINT (-88.3037885917626 40.0770943279365),POINT,-88.3037885917626,40.0770943279365
A-Injury,Fixed Object,Rain,Darkness,Wet,Lane Use Marking,Unincorporated,2016,0,2,4126,POINT (-88.4022673178225 40.1205518365734),POINT,-88.4022673178225,40.1205518365734
A-Injury,Rear End,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2016,0,2,4127,POINT (-88.360955000569 40.1204059994628),POINT,-88.360955000569,40.1204059994628
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,3,4128,POINT (-88.3147300009881 40.16039999933),POINT,-88.3147300009881,40.16039999933
A-Injury,Rear End,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2016,0,1,4129,POINT (-88.2817208488362 40.1206307848437),POINT,-88.2817208488362,40.1206307848437
A-Injury,Overturned,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4133,POINT (-88.282832152343 40.1130275980939),POINT,-88.282832152343,40.1130275980939
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4134,POINT (-88.2765077039224 40.0981129190796),POINT,-88.2765077039224,40.0981129190796
A-Injury,Turning,Snow,"Darkness, Lighted Road",Wet,Lane Use Marking,Champaign,2016,0,2,4136,POINT (-88.2824491117292 40.1128862973923),POINT,-88.2824491117292,40.1128862973923
A-Injury,Overturned,Other,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4137,POINT (-88.2845605149983 40.1479667740686),POINT,-88.2845605149983,40.1479667740686
A-Injury,Rear End,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,2,4138,POINT (-88.3445051951148 40.120390481634),POINT,-88.3445051951148,40.120390481634
A-Injury,Head On,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,2,4139,POINT (-88.3058890909582 40.1198862445571),POINT,-88.3058890909582,40.1198862445571
A-Injury,Rear End,Clear,Darkness,Dry,Traffic Signal,Champaign,2016,0,2,4140,POINT (-88.2772300024526 40.1392299982917),POINT,-88.2772300024526,40.1392299982917
A-Injury,Fixed Object,Clear,Daylight,Wet,No Controls,Champaign,2016,0,3,4141,POINT (-88.2766472650836 40.1074199814728),POINT,-88.2766472650836,40.1074199814728
A-Injury,Head On,Clear,Daylight,Dry,Lane Use Marking,Unincorporated,2016,0,1,4152,POINT (-88.3108185235317 40.0986671539738),POINT,-88.3108185235317,40.0986671539738
A-Injury,Fixed Object,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,1,4153,POINT (-88.3326766473362 40.0594786257245),POINT,-88.3326766473362,40.0594786257245
A-Injury,Angle,Clear,Daylight,Dry,Traffic Signal,Champaign,2016,0,1,4154,POINT (-88.2768079758355 40.1164599567797),POINT,-88.2768079758355,40.1164599567797
A-Injury,Turning,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,2,4155,POINT (-88.3278637310874 40.0987399831639),POINT,-88.3278637310874,40.0987399831639
A-Injury,Turning,Clear,Daylight,Wet,Traffic Signal,Champaign,2016,0,1,4156,POINT (-88.2769900023106 40.1274099983452),POINT,-88.2769900023106,40.1274099983452
A-Injury,Overturned,Clear,Darkness,Dry,No Controls,Champaign,2016,0,3,4157,POINT (-88.2810988601897 40.123648188011),POINT,-88.2810988601897,40.123648188011
A-Injury,Rear End,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,Champaign,2016,0,1,4158,POINT (-88.2868633615383 40.1275202120509),POINT,-88.2868633615383,40.1275202120509
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2016,0,2,4159,POINT (-88.276840008484 40.1184302163727),POINT,-88.276840008484,40.1184302163727
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,2,4160,POINT (-88.2764600017253 40.0942799980002),POINT,-88.2764600017253,40.0942799980002
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Unincorporated,2016,0,1,4161,POINT (-88.4255200460724 39.9673496037455),POINT,-88.4255200460724,39.9673496037455
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Unincorporated,2016,0,1,4162,POINT (-88.3169295182099 40.1200443546172),POINT,-88.3169295182099,40.1200443546172
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,2,4164,POINT (-88.2767229806001 40.1110500103051),POINT,-88.2767229806001,40.1110500103051
A-Injury,Overturned,Snow,Daylight,Snow or Slush,Lane Use Marking,Unincorporated,2016,0,1,4165,POINT (-88.303748702224 40.0293486361452),POINT,-88.303748702224,40.0293486361452
A-Injury,Rear End,Snow,Daylight,Snow or Slush,Lane Use Marking,Champaign,2016,0,1,4166,POINT (-88.2747575370691 40.1543052625083),POINT,-88.2747575370691,40.1543052625083
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Champaign,2016,0,2,4167,POINT (-88.2738301532436 40.1273873874217),POINT,-88.2738301532436,40.1273873874217
A-Injury,Angle,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,2,4168,POINT (-88.2452300023312 40.1192379427412),POINT,-88.2452300023312,40.1192379427412
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Savoy,2016,0,2,4169,POINT (-88.2483737197338 40.0741502504478),POINT,-88.2483737197338,40.0741502504478
A-Injury,Fixed Object,Clear,"Darkness, Lighted Road",Dry,No Controls,Champaign,2016,0,1,4170,POINT (-88.2547981787922 40.1101400015348),POINT,-88.2547981787922,40.1101400015348
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,1,4171,POINT (-88.2677567435921 40.1565492766845),POINT,-88.2677567435921,40.1565492766845
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4172,POINT (-88.2531600021 40.1257679345),POINT,-88.2531600021,40.1257679345
A-Injury,Fixed object,Clear,Darkness,Dry,Lane Use Marking,Unincorporated,2004,0,2,537,POINT (-88.3037352543965 40.0602953813171),POINT,-88.3037352543965,40.0602953813171
A-Injury,Turning,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,2016,0,1,4174,POINT (-88.2619696120363 40.1490691266884),POINT,-88.2619696120363,40.1490691266884
A-Injury,Rear End,Clear,Daylight,Dry,Traffic Signal,Savoy,2016,0,1,4175,POINT (-88.2573047372235 40.0691163376264),POINT,-88.2573047372235,40.0691163376264
A-Injury,Rear End,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,Champaign,2016,0,2,4176,POINT (-88.2578013334082 40.1126599980827),POINT,-88.2578013334082,40.1126599980827
A-Injury,Sideswipe Same Direction,Clear,Daylight,Dry,Lane Use Marking,Champaign,2016,0,1,4177,POINT (-88.2625611781114 40.1163499985309),POINT,-88.2625611781114,40.1163499985309
A-Injury,Fixed Object,Clear,Darkness,Dry,No Controls,Unincorporated,2016,0,1,4178,POINT (-88.2732896630626 39.9810771402638),POINT,-88.2732896630626,39.9810771402638
A-Injury,Rear End,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4180,POINT (-88.2511015471155 40.0835499978557),POINT,-88.2511015471155,40.0835499978557
A-Injury,Turning,Clear,Daylight,Dry,Traffic Signal,Champaign,2016,0,1,4181,POINT (-88.2433974872623 40.1102217042014),POINT,-88.2433974872623,40.1102217042014
A-Injury,Rear End,Clear,Dawn,Dry,Lane Use Marking,Unincorporated,2016,0,1,4182,POINT (-88.2523660009448 40.1746619993184),POINT,-88.2523660009448,40.1746619993184
A-Injury,Turning,Rain,Daylight,Dry,Traffic Signal,Champaign,2016,0,1,4183,POINT (-88.2580911876377 40.1358502793547),POINT,-88.2580911876377,40.1358502793547
A-Injury,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,2016,0,1,4185,POINT (-88.257970685663 40.1286930486442),POINT,-88.257970685663,40.1286930486442
