"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Unincorporated","2006","0","1","3863","POINT (-88.1524418325679 40.0693481356689)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Urbana","2006","0","2","3864","POINT (-88.2035497507528 40.1189804196458)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","3865","POINT (-88.1905821197357 40.0915004303551)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","3866","POINT (-88.2812761172732 40.1061405521245)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","3867","POINT (-88.2731593706741 40.1393402482153)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2006","0","1","3868","POINT (-88.2049982390267 40.1135682050863)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","School Zone","Urbana","2006","0","1","3869","POINT (-88.204999099513 40.1036902645095)"
"A-Injury","Pedestrian","Clear","Darkness","Wet","No Controls","Champaign","2006","0","1","3870","POINT (-88.2335776551185 40.1090905058447)"
"A-Injury","Pedestrian","Rain","Darkness","Wet","Other Warning Sign","Champaign","2006","0","1","3871","POINT (-88.233516993508 40.1054138733446)"
"B-Injury","Pedestrian","Rain","Daylight","Wet","Traffic Signal","Champaign","2006","0","1","3872","POINT (-88.233571529544 40.1079708638332)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","3873","POINT (-88.2304497053914 40.1115315594147)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2002","0","1","114","POINT (-88.2712736435792 40.1127988314314)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2002","0","1","115","POINT (-88.2991353182762 40.113071373164)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Traffic Signal","Urbana","2005","0","1","712","POINT (-88.2239613691299 40.1127749752943)"
"A-Injury","Pedestrian","Clear","Daylight","Ice","No Controls","Urbana","2008","0","1","1248","POINT (-88.2284266289458 40.1103735713161)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Urbana","2011","0","1","3503","POINT (-88.1906857593744 40.0976336030057)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","Unknown","Champaign","2007","0","1","3740","POINT (-88.2452332527128 40.118310888601)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","2","3940","POINT (-88.2762196677246 40.1090100007386)"
"B-Injury","Pedestrian","Rain","Darkness","Wet","No Controls","Champaign","2015","0","1","3941","POINT (-88.2729656766867 40.1390673588672)"
"B-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Unincorporated","2015","0","1","3942","POINT (-88.3653200008955 40.1985897745426)"
"C-Injury","Pedestrian","Rain","Darkness, Lighted Road","Wet","Traffic Signal","Champaign","2015","0","2","3943","POINT (-88.276670000883 40.1090099995688)"
"B-Injury","Pedestrian","Clear","Daylight","Dry","Lane Use Marking","Champaign","2015","0","1","3944","POINT (-88.257984621397 40.1463693787334)"
"C-Injury","Pedestrian","Clear","Darkness","Dry","No Controls","Champaign","2015","0","1","3945","POINT (-88.2603221786555 40.1272000313955)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3946","POINT (-88.2771801939068 40.1369617840347)"
"A-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3947","POINT (-88.2772405791414 40.1274145304489)"
"C-Injury","Pedestrian","Clear","Daylight","Dry","No Controls","Rantoul","2015","0","1","3948","POINT (-88.1463200006866 40.3084599993065)"
